class,questons,label
anomalous,Is there something in the image that could be a spinal cord segment?,0
anomalous,Is the object responsible for pumping blood?,0
anomalous,Does the image contain a gland of the endocrine system?,0
anorectal,Is there a structure in the image that might produce bile?,1
anorectal,Does the image show an organ that could be involved in detoxifying substances?,1
anorectal,Is there something in the image that is connected to the gallbladder?,1
anorectal,Does the image include a structure composed of lobules?,1
anorectal,Is there a part of the digestive system visible in the image?,1
anorectal,Is there an object in the image that produces insulin?,0
anorectal,Does the image contain a structure that regulates neurotransmitters?,0
anorectal,Is there something in the image that could be a spinal cord segment?,0
anorectal,Is the object responsible for pumping blood?,0
anorectal,Does the image contain a gland of the endocrine system?,0
anorectal margin,Is there a structure in the image that might produce bile?,1
anorectal margin,Does the image show an organ that could be involved in detoxifying substances?,1
anorectal margin,Is there something in the image that is connected to the gallbladder?,1
anorectal margin,Does the image include a structure composed of lobules?,1
anorectal margin,Is there a part of the digestive system visible in the image?,1
anorectal margin,Is there an object in the image that produces insulin?,0
anorectal margin,Does the image contain a structure that regulates neurotransmitters?,0
anorectal margin,Is there something in the image that could be a spinal cord segment?,0
anorectal margin,Is the object responsible for pumping blood?,0
anorectal margin,Does the image contain a gland of the endocrine system?,0
anterior descending coronary artery,Is there a structure in the image that might produce bile?,1
anterior descending coronary artery,Does the image show an organ that could be involved in detoxifying substances?,1
anterior descending coronary artery,Is there something in the image that is connected to the gallbladder?,1
anterior descending coronary artery,Does the image include a structure composed of lobules?,1
anterior descending coronary artery,Is there a part of the digestive system visible in the image?,1
anterior descending coronary artery,Is there an object in the image that produces insulin?,0
anterior descending coronary artery,Does the image contain a structure that regulates neurotransmitters?,0
anterior descending coronary artery,Is there something in the image that could be a spinal cord segment?,0
anterior descending coronary artery,Is the object responsible for pumping blood?,0
anterior descending coronary artery,Does the image contain a gland of the endocrine system?,0
anterior face whole body,Is there a structure in the image that might produce bile?,1
anterior face whole body,Does the image show an organ that could be involved in detoxifying substances?,1
anterior face whole body,Is there something in the image that is connected to the gallbladder?,1
anterior face whole body,Does the image include a structure composed of lobules?,1
anterior face whole body,Is there a part of the digestive system visible in the image?,1
anterior face whole body,Is there an object in the image that produces insulin?,0
anterior face whole body,Does the image contain a structure that regulates neurotransmitters?,0
anterior face whole body,Is there something in the image that could be a spinal cord segment?,0
anterior face whole body,Is the object responsible for pumping blood?,0
anterior face whole body,Does the image contain a gland of the endocrine system?,0
anterior mitral leaflet,Is there a structure in the image that might produce bile?,1
anterior mitral leaflet,Does the image show an organ that could be involved in detoxifying substances?,1
anterior mitral leaflet,Is there something in the image that is connected to the gallbladder?,1
anterior mitral leaflet,Does the image include a structure composed of lobules?,1
anterior mitral leaflet,Is there a part of the digestive system visible in the image?,1
anterior mitral leaflet,Is there an object in the image that produces insulin?,0
anterior mitral leaflet,Does the image contain a structure that regulates neurotransmitters?,0
anterior mitral leaflet,Is there something in the image that could be a spinal cord segment?,0
anterior mitral leaflet,Is the object responsible for pumping blood?,0
anterior mitral leaflet,Does the image contain a gland of the endocrine system?,0
antibody,Is there a structure in the image that might produce bile?,1
antibody,Does the image show an organ that could be involved in detoxifying substances?,1
antibody,Is there something in the image that is connected to the gallbladder?,1
antibody,Does the image include a structure composed of lobules?,1
antibody,Is there a part of the digestive system visible in the image?,1
antibody,Is there an object in the image that produces insulin?,0
antibody,Does the image contain a structure that regulates neurotransmitters?,0
antibody,Is there something in the image that could be a spinal cord segment?,0
antibody,Is the object responsible for pumping blood?,0
